,game_date,team_id_x,game_id,ilkid
47,1996-11-03,LAL,29600027,"['JONESED01', 'SCOTTBY01', 'VANEXNI01', 'FISHEDE01', 'KNIGHTR01', 'BRYANKO01', 'ONEASH01', 'BLOUNCO01', 'CAMPBEL01']"
48,1996-11-03,MIN,29600027,"['GUGLITO01', 'MITCHSA01', 'CARRCH01', 'WESTDO01', 'GARNEKE01', 'PARKSCH01', 'ROBINJA03', 'GARREDE01', 'PORTETE01']"
49,1996-11-03,NYK,29600025,"['BROOKSC01', 'MCCARWA01', 'STARKJO01', 'WARDCH01', 'HOUSTAL01', 'WALLAJO01', 'JOHNSLA01', 'WILLIBU01', 'JENTCH01', 'WILLIHE01']"
50,1996-11-03,SAS,29600026,"['HERRECA01', 'MAXWEVE01', 'ELLIOSE01', 'JOHNSAV01', 'WILLIMO01', 'WILKIDO01', 'ALEXACO01', 'SMITHCH01']"
51,1996-11-03,VAN,29600028,"['PEELEAN01', 'MOBLEER01', 'ROGERRO02', 'ABDURSH01', 'LYNCHGE01', 'EDWARBL01', 'ANTHOGR01', 'MOTENLA01', 'REEVEBR01']"
52,1996-11-04,HOU,29600029,"['ELIEMA01', 'MALONMA01', 'LIVINRA01', 'MOORETR01', 'MACKSA01', 'BULLAMA01', 'DREXLCL01', 'BARKLCH01', 'OLAJUHA01', 'DAVISEM01', 'WILLIKE01']"
53,1996-11-04,UTA,29600029,"['MORRICH01', 'CARRAN01', 'KEEFEAD01', 'EISLEHO01', 'STOCKJO01', 'FOSTEGR01', 'RUSSEBR01', 'OSTERGR01', 'MALONKA01']"
54,1996-11-05,ATL,29600040,"['BOYCEDO01', 'LAETTCH01', 'BURTOWI01', 'BLAYLMO01', 'LAUDEPR01', 'BARRYJO01', 'CORBITY01', 'MUTOMDI01']"
55,1996-11-05,CHI,29600035,"['BROWNRA01', 'JORDAMI01', 'RODMADE01', 'BUECHJU01', 'SIMPKDI01', 'HARPERO01', 'LONGLLU01', 'PIPPESC01', 'KUKOCTO01', 'WENNIBI01']"
56,1996-11-05,CLE,29600034,"['THOMACA01', 'GEARYRE01', 'POTAPVI01', 'LANGAN02', 'HILLTY01', 'SURABO01', 'MARSHDO02', 'MILLSCH01', 'FERRYDA01', 'BRANDTE01']"
57,1996-11-05,DAL,29600033,"['HARPEDE01', 'DUMASTO01', 'GATLICH01', 'KIDDJA01', 'MILLEOL01', 'JACKSJI01', 'MONTRER01', 'ROBERFR01', 'MASHBJA01', 'MCCLOGE01']"
58,1996-11-05,DEN,29600036,"['JACKSMA01', 'HAMMOTO01', 'MARCISA01', 'STITHBR01', 'MCDYEAN01', 'HAMDA01', 'ELLISDA01', 'ELLISLA01', 'PIERCRI01']"
59,1996-11-05,DET,29600032,"['CURRYMI01', 'AUGMOST01', 'RATLITH01', 'HUNTELI01', 'MILLSTE01', 'HILLGR01', 'SMITHKE01', 'THORPOT01']"
60,1996-11-05,GSW,29600038,"['MARSHDO01', 'SPREWLA01', 'PRICEMA01', 'SMITHJO01', 'OWESRA01', 'COLESBI01', 'MULLICH01', 'SPENCFE01', 'ROYALDO01', 'ARMSTBJ01', 'FULLETO02']"
61,1996-11-05,HOU,29600039,"['ELIEMA01', 'MALONMA01', 'LIVINRA01', 'MOORETR01', 'MACKSA01', 'BULLAMA01', 'DREXLCL01', 'BARKLCH01', 'OLAJUHA01', 'DAVISEM01', 'WILLIKE01']"
62,1996-11-05,LAC,29600036,"['MURRALA01', 'MARTIDA01', 'RICHAPO01', 'VAUGHLO01', 'DEHERTE01', 'DUCKWKE01', 'ROBERST01', 'SEALYMA01', 'PIATKER01', 'OUTLABO01', 'WRIGHLO02']"
63,1996-11-05,MIN,29600037,"['GUGLITO01', 'MITCHSA01', 'CARRCH01', 'WESTDO01', 'GARNEKE01', 'PARKSCH01', 'ROBINJA03', 'PORTETE01']"
64,1996-11-05,PHI,29600032,"['CAGEMI01', 'COLEMDE01', 'MACLEDO01', 'HARRILU01', 'IVERSAL01', 'OVERTDO01', 'DAVISMA01', 'STACKJE01']"
65,1996-11-05,PHX,29600037,"['FINLEMI01', 'MANNIDA01', 'TISDAWA01', 'PERSOWE01', 'CHAPMRE01', 'GREENAC01', 'NASHST01', 'HORRYRO01', 'KLEINJO01']"
66,1996-11-05,POR,29600038,"['MCKIEAA01', 'RIDERIS01', 'TRENTGA01', 'BUTLEMI01', 'ROBINCL02', 'WALLARA01', 'SABONAR01', 'ANDERKE02']"
67,1996-11-05,SAC,29600039,"['SMITHMI01', 'HURLEBO01', 'GRANTBR01', 'WILLICO02', 'SIMMOLI01', 'EDNEYTY01', 'RICHMMI01', 'OWENSBI01', 'CAUSWDU01']"
68,1996-11-05,SAS,29600034,"['HERRECA01', 'ELLIOSE01', 'MAXWEVE01', 'JOHNSAV01', 'WILLIMO01', 'WILKIDO01', 'ALEXACO01', 'SMITHCH01', 'KEMPTTI01']"
69,1996-11-05,SEA,29600040,"['WINGADA01', 'SNOWER01', 'HAWKIHE01', 'MCILVJI01', 'KEMPSH01', 'PAYTOGA01', 'MCMILNA01', 'SCHREDE01', 'EHLOCR01']"
70,1996-11-05,TOR,29600033,"['WILLIWA01', 'TABAKZA01', 'CHRISDO01', 'DAVISHU01', 'WHITEDO01', 'BENJABE01', 'JONESPO01', 'CAMBYMA01', 'WRIGHSH01']"
71,1996-11-05,VAN,29600035,"['PEELEAN01', 'MOBLEER01', 'ROGERRO02', 'ABDURSH01', 'LYNCHGE01', 'EDWARBL01', 'ANTHOGR01', 'MOTENLA01', 'REEVEBR01']"
72,1996-11-06,BOS,29600041,"['FOXRI01', 'CONLOMA01', 'WESLEDA01', 'ELLISPE01', 'WILLIER01', 'BRICKFR01', 'BARRODA01', 'WALKEAN01', 'DAYTO01', 'RADJADI01']"
73,1996-11-06,CHH,29600044,"['GOLDWAN01', 'DIVACVL01', 'BURRESC01', 'ZIDEKGE01', 'ROSEMA01', 'CURRYDE01', 'MASONAN01', 'GEIGEMA01', 'DELKTO01']"
74,1996-11-06,CHI,29600043,"['BROWNRA01', 'JORDAMI01', 'RODMADE01', 'BUECHJU01', 'HARPERO01', 'LONGLLU01', 'PIPPESC01', 'KUKOCTO01', 'WENNIBI01']"
75,1996-11-06,DAL,29600045,"['HARPEDE01', 'DUMASTO01', 'STRICER01', 'GATLICH01', 'KIDDJA01', 'MILLEOL01', 'JACKSJI01', 'MONTRER01', 'ROBERFR01', 'MASHBJA01', 'MCCLOGE01']"
76,1996-11-06,DET,29600045,"['WILLIJE01', 'CURRYMI01', 'AUGMOST01', 'RATLITH01', 'HUNTELI01', 'MILLSTE01', 'SMITHKE01', 'THORPOT01']"
77,1996-11-06,IND,29600041,"['DAVISDA01', 'WORKMHA01', 'BESTTR01', 'MCKEYDE01', 'ASKEWVI01', 'DAVISAN01', 'ROSEJA01']"
78,1996-11-06,LAL,29600044,"['JONESED01', 'SCOTTBY01', 'VANEXNI01', 'FISHEDE01', 'BRYANKO01', 'ONEASH01', 'BLOUNCO01', 'CAMPBEL01']"
79,1996-11-06,MIA,29600043,"['HARDATI01', 'MOURNAL01', 'THOMAKU01', 'MAJERDA01', 'BROWNPJ01']"
80,1996-11-06,MIL,29600046,"['ROBINGL01', 'LANGAN01', 'PERRYEL01', 'DOUGLSH01', 'GILLIAR01', 'BAKERVI01', 'RESPESH01', 'WOODDA01', 'NEWMAJO01', 'HANCODA01']"
81,1996-11-06,SAS,29600042,"['HERRECA01', 'MAXWEVE01', 'ELLIOSE01', 'JOHNSAV01', 'WILLIMO01', 'WILKIDO01', 'ALEXACO01', 'SMITHCH01']"
82,1996-11-06,VAN,29600046,"['PEELEAN01', 'MOBLEER01', 'ROGERRO02', 'ABDURSH01', 'LYNCHGE01', 'EDWARBL01', 'ANTHOGR01', 'MOTENLA01', 'REEVEBR01']"
83,1996-11-06,WAS,29600042,"['WEBBECH01', 'STRICRO01', 'WHITNCH01', 'JACKSJA01', 'MURRATR01', 'CHEANCA01', 'HOWARJU01', 'GRANTHA01']"
84,1996-11-07,ATL,29600051,"['LAETTCH01', 'BURTOWI01', 'BLAYLMO01', 'BARRYJO01', 'CORBITY01', 'MUTOMDI01']"
85,1996-11-07,DEN,29600048,"['JACKSMA01', 'HAMMOTO01', 'MARCISA01', 'STITHBR01', 'MCDYEAN01', 'ELLISDA01', 'PIERCRI01']"
86,1996-11-07,GSW,29600050,"['MARSHDO01', 'SPREWLA01', 'PRICEMA01', 'SMITHJO01', 'OWESRA01', 'COLESBI01', 'MULLICH01', 'SPENCFE01', 'ARMSTBJ01', 'FULLETO02']"
87,1996-11-07,HOU,29600048,"['ELIEMA01', 'MALONMA01', 'MOORETR01', 'MACKSA01', 'DREXLCL01', 'BARKLCH01', 'OLAJUHA01', 'DAVISEM01', 'WILLIKE01']"
88,1996-11-07,NJN,29600047,"['MCDANXA01', 'REEVEKH01', 'MASSETO01', 'WILLIJA01', 'GILLKE01', 'KITTLKE01', 'OBANED01', 'BRADLSH01', 'PACKRO01', 'DAREYI01']"
89,1996-11-07,NYK,29600050,"['STARKJO01', 'WARDCH01', 'HOUSTAL01', 'WALLAJO01', 'OAKLECH01', 'JOHNSLA01', 'WILLIBU01']"
90,1996-11-07,ORL,29600047,"['HARDAAN01', 'SHAWBR01', 'SEIKARO01', 'WILKIGE01', 'ANDERNI01', 'ARMSTDA01', 'VAUGHDA02', 'STRONDE01']"
91,1996-11-07,PHX,29600049,"['FINLEMI01', 'MANNIDA01', 'TISDAWA01', 'PERSOWE01', 'DAVISBE01', 'CHAPMRE01', 'GREENAC01', 'NASHST01', 'HORRYRO01', 'KLEINJO01']"
92,1996-11-07,SAC,29600051,"['SMITHMI01', 'HURLEBO01', 'GRANTBR01', 'WILLICO02', 'SIMMOLI01', 'RICHMMI01', 'OWENSBI01', 'CAUSWDU01']"
93,1996-11-07,SEA,29600049,"['HAWKIHE01', 'MCILVJI01', 'KEMPSH01', 'PAYTOGA01', 'MCMILNA01', 'SCHREDE01', 'EHLOCR01']"
94,1996-11-08,BOS,29600053,"['FOXRI01', 'CONLOMA01', 'WESLEDA01', 'ELLISPE01', 'WILLIER01', 'BRICKFR01', 'BARRODA01', 'WALKEAN01', 'DAYTO01', 'RADJADI01']"
95,1996-11-08,CHH,29600054,"['GOLDWAN01', 'DIVACVL01', 'BURRESC01', 'ZIDEKGE01', 'CURRYDE01', 'ROSEMA01', 'RICEGL01', 'MASONAN01', 'GEIGEMA01', 'DELKTO01']"
96,1996-11-08,CHI,29600059,"['BROWNRA01', 'JORDAMI01', 'RODMADE01', 'BUECHJU01', 'SIMPKDI01', 'HARPERO01', 'LONGLLU01', 'PIPPESC01', 'KUKOCTO01', 'PARISRO01']"
97,1996-11-08,CLE,29600058,"['GEARYRE01', 'THOMACA01', 'POTAPVI01', 'LANGAN02', 'HILLTY01', 'SURABO01', 'MARSHDO02', 'MILLSCH01', 'FERRYDA01', 'BRANDTE01']"
98,1996-11-08,DEN,29600061,"['JACKSMA01', 'MARCISA01', 'HAMMOTO01', 'STITHBR01', 'MCDYEAN01', 'ELLISDA01', 'PIERCRI01']"
99,1996-11-08,DET,29600059,"['CURRYMI01', 'AUGMOST01', 'RATLITH01', 'HUNTELI01', 'MILLSTE01', 'HILLGR01', 'SMITHKE01', 'THORPOT01']"
100,1996-11-08,GSW,29600061,"['MARSHDO01', 'SPREWLA01', 'PRICEMA01', 'SMITHJO01', 'OWESRA01', 'COLESBI01', 'MULLICH01', 'SPENCFE01', 'ROYALDO01', 'ARMSTBJ01', 'FULLETO02']"
101,1996-11-08,LAC,29600062,"['MURRALA01', 'MARTIDA01', 'RICHAPO01', 'VAUGHLO01', 'DEHERTE01', 'DUCKWKE01', 'OUTLABO01', 'ROBERST01', 'SEALYMA01', 'PIATKER01', 'WRIGHLO02']"
102,1996-11-08,LAL,29600057,"['JONESED01', 'SCOTTBY01', 'VANEXNI01', 'FISHEDE01', 'BRYANKO01', 'ONEASH01', 'BLOUNCO01', 'CAMPBEL01']"
103,1996-11-08,MIA,29600056,"['HARDATI01', 'MOURNAL01', 'THOMAKU01', 'MAJERDA01', 'STRICMA01', 'BROWNPJ01']"
104,1996-11-08,MIL,29600056,"['ROBINGL01', 'LANGAN01', 'PERRYEL01', 'DOUGLSH01', 'GILLIAR01', 'BAKERVI01', 'WOODDA01', 'NEWMAJO01', 'HANCODA01']"
105,1996-11-08,NJN,29600055,"['MCDANXA01', 'REEVEKH01', 'MASSETO01', 'WILLIJA01', 'GILLKE01', 'KITTLKE01', 'OBANED01', 'BRADLSH01', 'PACKRO01']"
106,1996-11-08,NYK,29600062,"['BROOKSC01', 'STARKJO01', 'WARDCH01', 'HOUSTAL01', 'WALLAJO01', 'OAKLECH01', 'JOHNSLA01', 'WILLIBU01', 'WILLIHE01']"
107,1996-11-08,ORL,29600055,"['HARDAAN01', 'SHAWBR01', 'SEIKARO01', 'WILKIGE01', 'ANDERNI01', 'ARMSTDA01', 'VAUGHDA02', 'STRONDE01']"
108,1996-11-08,PHI,29600053,"['WALTERE01', 'CAGEMI01', 'COLEMDE01', 'WILLISC01', 'MACLEDO01', 'HARRILU01', 'IVERSAL01', 'DAVISMA01', 'STACKJE01']"
109,1996-11-08,SAS,29600060,"['HERRECA01', 'MAXWEVE01', 'ELLIOSE01', 'JOHNSAV01', 'WILLIMO01', 'WILKIDO01', 'ALEXACO01', 'KEMPTTI01']"
110,1996-11-08,SEA,29600060,"['WINGADA01', 'SNOWER01', 'HAWKIHE01', 'MCILVJI01', 'KEMPSH01', 'PAYTOGA01', 'MCMILNA01', 'SCHREDE01', 'EHLOCR01']"
111,1996-11-08,TOR,29600057,"['WILLIWA01', 'TABAKZA01', 'CHRISDO01', 'DAVISHU01', 'WHITEDO01', 'BENJABE01', 'JONESPO01', 'CAMBYMA01', 'WRIGHSH01']"
112,1996-11-08,VAN,29600058,"['PEELEAN01', 'MOBLEER01', 'ROGERRO02', 'ABDURSH01', 'LYNCHGE01', 'EDWARBL01', 'ANTHOGR01', 'MOTENLA01', 'REEVEBR01']"
113,1996-11-08,WAS,29600054,"['STRICRO01', 'WEBBECH01', 'WHITNCH01', 'JACKSJA01', 'MURRATR01', 'CHEANCA01', 'HOWARJU01', 'GRANTHA01']"
114,1996-11-09,BOS,29600066,"['FOXRI01', 'CONLOMA01', 'WESLEDA01', 'WILLIER01', 'BRICKFR01', 'SZABOBR01', 'BARRODA01', 'WALKEAN01', 'DAYTO01', 'RADJADI01']"
115,1996-11-09,CHH,29600064,"['GOLDWAN01', 'DIVACVL01', 'BURRESC01', 'ZIDEKGE01', 'CURRYDE01', 'RICEGL01', 'MASONAN01', 'GEIGEMA01']"
116,1996-11-09,CHI,29600066,"['BROWNRA01', 'JORDAMI01', 'RODMADE01', 'BUECHJU01', 'SIMPKDI01', 'HARPERO01', 'PIPPESC01', 'KUKOCTO01', 'PARISRO01', 'WENNIBI01']"
117,1996-11-09,DAL,29600067,"['HARPEDE01', 'DUMASTO01', 'GATLICH01', 'KIDDJA01', 'MILLEOL01', 'JACKSJI01', 'MONTRER01', 'ROBERFR01', 'MASHBJA01', 'MCCLOGE01']"
118,1996-11-09,HOU,29600068,"['ELIEMA01', 'MALONMA01', 'MOORETR01', 'BULLAMA01', 'DREXLCL01', 'BARKLCH01', 'OLAJUHA01', 'DAVISEM01', 'WILLIKE01']"
119,1996-11-09,MIA,29600067,"['HARDATI01', 'MOURNAL01', 'THOMAKU01', 'MAJERDA01', 'BROWNPJ01']"
120,1996-11-09,MIL,29600064,"['ROBINGL01', 'LANGAN01', 'PERRYEL01', 'DOUGLSH01', 'GILLIAR01', 'BAKERVI01', 'NEWMAJO01']"
121,1996-11-09,PHI,29600063,"['WALTERE01', 'CAGEMI01', 'COLEMDE01', 'WILLISC01', 'MACLEDO01', 'HARRILU01', 'IVERSAL01', 'DAVISMA01', 'STACKJE01', 'BRADTMA01']"
122,1996-11-09,PHX,29600063,"['FINLEMI01', 'MANNIDA01', 'TISDAWA01', 'PERSOWE01', 'DAVISBE01', 'CHAPMRE01', 'GREENAC01', 'NASHST01', 'HORRYRO01', 'KLEINJO01']"
123,1996-11-09,POR,29600069,"['MCKIEAA01', 'RIDERIS01', 'TRENTGA01', 'BUTLEMI01', 'ROBINCL02', 'WALLARA01', 'SABONAR01', 'ANDERKE02']"
124,1996-11-09,SAC,29600069,"['SMITHMI01', 'HURLEBO01', 'GRANTBR01', 'WILLICO02', 'SIMMOLI01', 'EDNEYTY01', 'RICHMMI01', 'OWENSBI01', 'CAUSWDU01']"
125,1996-11-09,UTA,29600068,"['MORRICH01', 'CARRAN01', 'KEEFEAD01', 'EISLEHO01', 'STOCKJO01', 'FOSTEGR01', 'RUSSEBR01', 'OSTERGR01', 'MALONKA01']"
126,1996-11-10,ATL,29600072,"['LAETTCH01', 'BURTOWI01', 'BLAYLMO01', 'LAUDEPR01', 'BARRYJO01', 'CORBITY01', 'MUTOMDI01']"
127,1996-11-10,CLE,29600070,"['GEARYRE01', 'THOMACA01', 'POTAPVI01', 'LANGAN02', 'HILLTY01', 'SURABO01', 'MARSHDO02', 'MILLSCH01', 'FERRYDA01', 'BRANDTE01']"
128,1996-11-10,DEN,29600070,"['MCINNJE01', 'JACKSMA01', 'HAMMOTO01', 'MARCISA01', 'STITHBR01', 'MCDYEAN01', 'HAMDA01', 'ELLISDA01', 'PIERCRI01']"
129,1996-11-10,LAC,29600071,"['MURRALA01', 'MARTIDA01', 'RICHAPO01', 'VAUGHLO01', 'DEHERTE01', 'DUCKWKE01', 'ROBERST01', 'SEALYMA01', 'PIATKER01', 'OUTLABO01', 'WRIGHLO02']"
130,1996-11-10,LAL,29600072,"['JONESED01', 'SCOTTBY01', 'VANEXNI01', 'FISHEDE01', 'KNIGHTR01', 'BRYANKO01', 'ONEASH01', 'CAMPBEL01']"
